text,label
patient name sneha singh age sex year old female final diagnosis congestive heart failure condition discharge patient discharged advice regular follow vital signs admission bp mmhg hr bpm temp f spo history present illness patient admitted complaints suggestive congestive heart failure findings evaluation consistent diagnosis hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management medications discharge furosemide enalapril spironolactone,discharge
examination ct brain findings study demonstrates acute ischemic infarct impression radiological appearance supports diagnosis ischemic stroke,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ct brain findings study demonstrates acute ischemic infarct impression features likely represent ischemic stroke,radiology
examination chest x ray findings study demonstrates mild cardiomegaly impression imaging features keeping congestive heart failure,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name kiran gupta age sex year old male final diagnosis congestive heart failure vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management medications discharge furosemide enalapril spironolactone history present illness patient reported progressive symptoms indicative congestive heart failure appropriate diagnostic workup established diagnosis condition discharge patient improved clinically discharged stable condition,discharge
examination chest x ray findings study demonstrates mild cardiomegaly impression radiological appearance supports diagnosis congestive heart failure,radiology
examination chest x ray findings study demonstrates small pleural effusion impression imaging features keeping community acquired pneumonia,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name kiran reddy age sex year old female final diagnosis community acquired pneumonia condition discharge time discharge patient hemodynamically stable history present illness patient presented hospital symptoms consistent community acquired pneumonia clinical examination relevant investigations confirmed diagnosis medications discharge azithromycin ceftriaxone paracetamol vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression imaging features keeping diabetic ketoacidosis,radiology
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression findings suggestive diabetic ketoacidosis,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name rohit singh age sex year old female final diagnosis community acquired pneumonia condition discharge patient discharged advice regular follow history present illness patient brought emergency department due features community acquired pneumonia clinical examination relevant investigations confirmed diagnosis hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement medications discharge azithromycin ceftriaxone paracetamol vital signs admission bp mmhg hr bpm temp f spo,discharge
examination chest x ray findings study demonstrates bilateral pulmonary infiltrates impression radiological appearance supports diagnosis community acquired pneumonia,radiology
